,App,Rating,Size_Megabytes,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver,Genres_1,Genres_description
1591,The Great Wobo Escape Ep. 1,4.2,20.0,"500,000+",Free,0.0,Everyone 10+,"September 13, 2016",1.0.3386,4.1 and up,Action,No description
1592,The Visitor: Ep.2 - Sleepover Slaughter,4.3,31.0,"1,000,000+",Free,0.0,Mature 17+,"January 2, 2018",1.1.5,4.1 and up,Adventure,No description
1593,Superbrothers Sword & Sworcery,4.4,16.0,"100,000+",Paid,3.99,Teen,"January 26, 2018",1.0.20,2.3 and up,Adventure,No description
1594,The Great Wobo Escape Ep.1,4.3,20.0,500+,Paid,1.99,Everyone 10+,"May 3, 2016",1.0.3289,4.1 and up,Action,Action & Adventure
1595,The Visitor: Ep.1 - Kitty Cat Carnage,4.4,39.0,"500,000+",Free,0.0,Mature 17+,"January 2, 2018",1.3.7,4.3 and up,Adventure,No description
1596,Dr.Slender Ep 1 Guide (Eng),4.0,27.0,"10,000+",Free,0.0,Teen,"December 2, 2014",1.0,2.3 and up,Arcade,No description
1597,Decay: The Mare - Ep.1 (Trial),3.6,7.2,"100,000+",Free,0.0,Teen,"May 24, 2014",2.0,2.2 and up,Adventure,No description
1598,What's Your Story?™ ft Charmed,4.1,47.0,"1,000,000+",Free,0.0,Teen,"August 2, 2018",1.10.4,5.0 and up,Role Playing,No description
1599,EP Gem Hunter,4.6,31.0,"1,000+",Free,0.0,Everyone 10+,"January 17, 2016",1.1.0,2.3 and up,Action,No description
1600,EP Chain Reaction,3.9,21.0,"10,000+",Free,0.0,Everyone,"April 10, 2016",1.2.2,2.3 and up,Casual,Brain Games
1601,Gate Of Death Ep: 1,4.4,34.0,100+,Free,0.0,Everyone,"October 7, 2016",1.1,2.3 and up,Adventure,No description
1602,Sonic 4™ Episode I,3.7,37.0,"100,000+",Paid,2.99,Everyone,"April 4, 2016",1.5.0,2.2 and up,Arcade,No description
1603,Operate Now: Hospital,4.3,52.0,"10,000,000+",Free,0.0,Teen,"August 1, 2018",1.20.3,4.4 and up,Simulation,No description
1604,ER Surgery Simulator,3.6,56.0,"1,000,000+",Free,0.0,Everyone 10+,"June 6, 2018",1.0.4,4.1 and up,Casual,No description
1605,Dentist Surgery ER Emergency Doctor Hospital Games,3.5,53.0,"100,000+",Free,0.0,Everyone,"July 6, 2018",10,4.1 and up,Simulation,No description
1606,Lifeguard Beach Rescue ER Emergency Hospital Games,3.9,76.0,"100,000+",Free,0.0,Everyone,"August 7, 2018",12,4.1 and up,Simulation,No description
1607,Hospital ER Emergency Heart Surgery: Doctor Games,3.8,71.0,"100,000+",Free,0.0,Everyone,"July 11, 2018",10,4.1 and up,Simulation,No description
1608,Superhero Doctor 2 -ER Surgery,4.0,72.0,"10,000,000+",Free,0.0,Everyone 10+,"September 30, 2017",1.7,4.0.3 and up,Casual,No description
1609,Doctor X - ER On Wheels,3.6,51.0,"1,000,000+",Free,0.0,Everyone,"June 6, 2018",1.0.9,4.1 and up,Casual,Pretend Play
1610,Foot Surgery Hospital Simulator: ER Doctor Games,3.9,28.0,"100,000+",Free,0.0,Everyone,"January 15, 2018",1.1,5.1 and up,Casual,No description
1611,Plastic Surgery Surgeon Simulator Er Doctor Games,3.7,37.0,"500,000+",Free,0.0,Everyone,"August 7, 2018",1.6,4.4 and up,Casual,No description
1612,Superhero Doctor 3 ER Surgery,4.2,50.0,"500,000+",Free,0.0,Everyone,"March 22, 2017",1.0,4.0.3 and up,Casual,No description
1613,Super Doctor 1-Pregnant Mom ER Surgery Simulator,4.1,73.0,"10,000+",Free,0.0,Teen,"May 23, 2018",1.0,4.3 and up,Role Playing,No description
1614,Multi Surgery Hospital Pro: Virtual Doctor ER Game,4.2,33.0,"1,000+",Free,0.0,Teen,"April 3, 2018",1.0,4.1 and up,Casual,No description
1615,Clumsy Santa ER Surgery,4.1,46.0,"100,000+",Free,0.0,Teen,"December 22, 2016",1.0,4.0.3 and up,Casual,No description
1616,Little Eye Surgery Simulator - ER Doctor Game,4.4,19.0,"1,000+",Free,0.0,Teen,"April 20, 2018",1.0,2.3 and up,Casual,No description
1617,Spinal Cord Surgery Doctor: Operation ER surgery,3.7,32.0,"10,000+",Free,0.0,Everyone 10+,"February 26, 2018",1.0,4.1 and up,Role Playing,No description
1618,Super Doctor 2 - My Newborn Baby ER Injection,4.7,92.0,"1,000+",Free,0.0,Teen,"June 25, 2018",1.0,4.3 and up,Role Playing,No description
1619,Crazy ER Open Heart Surgery Simulator,4.0,45.0,"500,000+",Free,0.0,Everyone,"October 26, 2017",1.5,4.0 and up,Simulation,No description
1620,ER Injection Simulator: Blood Test Doctor Hospital,4.2,47.0,"1,000,000+",Free,0.0,Everyone 10+,"May 29, 2018",2.6.4,4.1 and up,Role Playing,No description
1621,Kids Doctor ER Emergency Rescue Kids Hospital Game,3.8,85.0,"100,000+",Free,0.0,Everyone,"July 20, 2018",7,4.1 and up,Simulation,No description
1622,ER Doctor Kids Emergency Room,3.1,30.0,"500,000+",Free,0.0,Teen,"June 13, 2018",1.9,4.0.3 and up,Casual,No description
1623,Blood Injection : ER Emergency Doctor ER injection,3.5,35.0,"50,000+",Free,0.0,Teen,"September 23, 2016",1.0,2.3 and up,Casual,No description
1624,Doctor Games For Girls - Hospital ER,4.5,39.0,"5,000+",Free,0.0,Everyone,"April 16, 2018",2.1,4.1 and up,Casual,No description
1625,Open Heart Surgery Hospital ER: Crazy Doctor Sim,4.7,25.0,"1,000+",Free,0.0,Teen,"April 5, 2018",1.0,4.1 and up,Casual,No description
1626,Hand Doctor Games ER Surgery Simulator,4.1,32.0,"10,000+",Free,0.0,Everyone,"March 13, 2018",2.0,4.1 and up,Casual,No description
1627,ER Hospital Simulator,4.0,60.0,"100,000+",Free,0.0,Everyone,"June 28, 2018",4.0,4.0.3 and up,Simulation,No description
1628,Castle Clash: Epic Empire ES,4.6,24.0,"5,000,000+",Free,0.0,Everyone 10+,"July 18, 2018",1.4.1,4.1 and up,Strategy,No description
1629,Empires and Allies,4.3,Not informed,"10,000,000+",Free,0.0,Everyone 10+,"August 6, 2018",Varies with device,4.1 and up,Strategy,No description
1630,Beauty and the Beast,4.4,31.0,"1,000,000+",Free,0.0,Everyone,"August 7, 2018",1.7.6,4.2 and up,Puzzle,Creativity
1631,Oggy,4.5,61.0,"5,000,000+",Free,0.0,Everyone,"August 29, 2017",1.3.1,4.0.3 and up,Arcade,No description
1632,Pocket Mortys,4.5,93.0,"10,000,000+",Free,0.0,Everyone,"August 3, 2018",2.5.2,4.1 and up,Simulation,No description
1633,European Union Simulator,3.6,26.0,"50,000+",Free,0.0,Everyone,"September 20, 2016",1.2,4.0.3 and up,Simulation,No description
1634,R-EU-READY,4.1,16.0,500+,Free,0.0,Everyone,"March 2, 2016",1.5,2.2 and up,Trivia,No description
1635,Speed Racing Ultimate 2,4.1,Not informed,"1,000,000+",Free,0.0,Everyone 10+,"July 21, 2018",Varies with device,Varies with device,Racing,No description
1636,I Know Stuff,4.2,Not informed,"5,000,000+",Free,0.0,Everyone,"July 31, 2018",9.1.3,4.1 and up,Trivia,No description
1637,Brexit EU,4.4,7.5,500+,Free,0.0,Everyone,"March 10, 2016",1.0,2.3 and up,Casual,No description
1638,Strawberry Shortcake Ice Cream Island,4.2,15.0,"5,000,000+",Free,0.0,Everyone,"November 6, 2017",1.2,4.1 and up,Casual,Pretend Play
1639,Builder Craft: House Building & Exploration,4.2,52.0,"1,000,000+",Free,0.0,Everyone 10+,"August 2, 2017",1.3,4.1 and up,Simulation,No description
1640,Electric Car Taxi Driver: NY City Cab Taxi Games,4.0,54.0,"1,000,000+",Free,0.0,Everyone,"May 28, 2018",1.2,4.0 and up,Simulation,No description
1641,Home Decoration Game,4.0,19.0,"5,000,000+",Free,0.0,Everyone,"January 25, 2018",3.0.1,4.0 and up,Casual,No description
1642,Survival Forest : Survivor Home Builder,3.6,64.0,"1,000,000+",Free,0.0,Teen,"May 31, 2018",1.3.4,4.0 and up,Simulation,No description
1643,Doll House Design & Decoration 2: Girls House Game,3.9,45.0,"100,000+",Free,0.0,Everyone,"May 29, 2018",1.1,4.1 and up,Simulation,No description
1644,Lux Home Decorating Room Games,4.0,Not informed,"100,000+",Free,0.0,Everyone,"October 20, 2017",2.0,4.1 and up,Casual,No description
1645,Design Home,4.4,69.0,"10,000,000+",Free,0.0,Everyone,"August 6, 2018",1.11.01,4.2 and up,Simulation,No description
1646,Water Surfer Racing In Moto,4.3,36.0,"1,000,000+",Free,0.0,Everyone,"February 28, 2018",1.1,2.3 and up,Racing,No description
1647,European War 6: 1804,4.2,96.0,"10,000+",Paid,0.99,Teen,"July 18, 2018",1.1.0,4.4 and up,Strategy,No description
1648,XCOM®: Enemy Within,4.2,21.0,"100,000+",Paid,9.99,Mature 17+,"October 24, 2017",1.7.0,4.0 and up,Strategy,No description
1649,Mobile Strike,3.9,Not informed,"50,000,000+",Free,0.0,Everyone 10+,"June 14, 2018",3.30.4.207,4.1 and up,Strategy,No description
1650,European War 5:Empire,3.8,82.0,"100,000+",Free,0.0,Everyone 10+,"June 8, 2018",1.2.6,4.0.3 and up,Strategy,No description
1651,Rescue Robots Survival Games,4.0,69.0,"5,000,000+",Free,0.0,Teen,"July 6, 2018",F2i,4.1 and up,Action,No description
1652,Pregnant Emergency Surgery,3.8,34.0,"10,000,000+",Free,0.0,Everyone,"September 7, 2017",1.1.14,4.0 and up,Casual,No description
1653,TRANSFORMERS: Earth Wars,4.5,95.0,"10,000,000+",Free,0.0,Everyone,"July 31, 2018",1.64.0.21247,4.2 and up,Strategy,No description
1654,No Pimple - Fun games,3.3,16.0,"5,000,000+",Free,0.0,Teen,"August 4, 2016",1.1.0,2.3 and up,Casual,No description
1655,OMG Gross Zit - Date Nightmare,3.7,67.0,"10,000,000+",Free,0.0,Everyone,"June 6, 2018",1.0.3,4.1 and up,Casual,No description
1656,Garden Fever - Free!,3.9,12.0,"1,000,000+",Free,0.0,Everyone,"August 9, 2016",2.1.080,2.3 and up,Puzzle,No description
1657,Bike Race - Bike Blast Rush,4.4,48.0,"10,000,000+",Free,0.0,Everyone,"July 19, 2018",3.1,4.0 and up,Action,No description
1658,Subway Simulator 3D,4.0,62.0,"1,000,000+",Free,0.0,Everyone,"August 6, 2018",2.9.0,4.1 and up,Simulation,No description
1659,ETERNITY WARRIORS 2,4.6,5.2,"5,000,000+",Free,0.0,Teen,"July 1, 2014",4.3.1,2.1 and up,Action,No description
1660,Deus Ex GO,4.5,23.0,"100,000+",Paid,0.99,Teen,"July 23, 2018",2.1.111374,4.2 and up,Puzzle,No description
1661,Aurum Blade EX,4.3,17.0,"1,000,000+",Free,0.0,Everyone 10+,"June 4, 2015",1.0.2,2.2 and up,Role Playing,No description
1662,My Ex Girlfriend Comes Back,3.7,26.0,"500,000+",Free,0.0,Everyone,"March 4, 2016",1.0.0,2.3 and up,Casual,No description
1663,An Elite Warrior Ex,4.7,93.0,100+,Paid,0.99,Everyone,"November 21, 2016",1.59,4.0.3 and up,Adventure,No description
1664,Gods Wars Ex : Vampire,3.9,21.0,"100,000+",Free,0.0,Teen,"October 28, 2017",1.0.6,3.0 and up,Role Playing,No description
1665,Snes9x EX+,4.4,Not informed,"5,000,000+",Free,0.0,Everyone,"March 3, 2018",Varies with device,Varies with device,Arcade,No description
1666,S.O.L : Stone of Life EX,4.3,42.0,"5,000,000+",Free,0.0,Everyone 10+,"July 28, 2015",1.2.6,2.3.3 and up,Role Playing,No description
1667,Virtual Dice EX,4.3,3.6,"5,000+",Free,0.0,Everyone,"March 15, 2016",2.8,3.0 and up,Board,No description
1668,Eyes - The Scary Horror Game Adventure,4.4,99.0,"10,000,000+",Free,0.0,Teen,"August 2, 2018",5.6.14,4.1 and up,Adventure,No description
1669,Sudoku Master,4.4,3.3,"1,000,000+",Free,0.0,Everyone,"December 13, 2013",1.1.2,2.1 and up,Word,No description
1670,Jungle Monkey Run,4.4,21.0,"10,000,000+",Free,0.0,Everyone,"July 11, 2018",1.6.8,4.0.3 and up,Adventure,No description
1671,I am Dentist - Save my Teeth,4.3,33.0,"100,000+",Free,0.0,Everyone,"September 29, 2016",1.0.11,3.0 and up,Casual,No description
1672,EZ PZ RPG,3.8,47.0,"1,000,000+",Free,0.0,Everyone 10+,"October 27, 2016",2.164.4,2.3 and up,Role Playing,No description
1673,Ez Mirror Match,4.4,36.0,"500,000+",Free,0.0,Everyone,"January 3, 2018",2.1,4.0 and up,Arcade,No description
1674,Farm Heroes Saga,4.4,71.0,"100,000,000+",Free,0.0,Everyone,"August 7, 2018",5.2.6,2.3 and up,Casual,No description
1675,Fallout Shelter,4.6,25.0,"10,000,000+",Free,0.0,Teen,"June 11, 2018",1.13.12,4.1 and up,Simulation,No description
1676,Block Puzzle - Wood Legend,4.4,10.0,"10,000,000+",Free,0.0,Everyone,"July 6, 2018",26.0,4.0.3 and up,Puzzle,No description
1677,Fart sound pranks,3.8,Not informed,"50,000,000+",Free,0.0,Everyone 10+,"November 23, 2016",Varies with device,Varies with device,Casual,No description
1678,Classic FC 64 IN 1,4.2,6.2,"100,000+",Free,0.0,Everyone,"December 29, 2017",1.0.0,2.3 and up,Casual,No description
1679,Galaxian(FC),4.5,7.8,100+,Paid,1.99,Everyone,"November 13, 2015",1.0,2.3 and up,Arcade,No description
1680,FD VR Store -VR Games and Apps,4.0,7.5,"10,000+",Free,0.0,Everyone,"November 30, 2016",3.6.1,4.4 and up,Simulation,No description
1681,Story Time FD,5.0,4.2,10+,Free,0.0,Everyone 10+,"March 25, 2016",1.1,1.6 and up,Simulation,No description
1682,Fire Emblem Heroes,4.6,Not informed,"5,000,000+",Free,0.0,Teen,"July 19, 2018",2.7.1,4.2 and up,Simulation,No description
1683,Garena Free Fire,4.5,53.0,"100,000,000+",Free,0.0,Teen,"August 3, 2018",1.21.0,4.0.3 and up,Action,No description
1684,BROTHER IN WARS: GUNNER CITY WARLORDS,4.3,39.0,"1,000,000+",Free,0.0,Teen,"July 26, 2018",1.0.3,4.2 and up,Action,No description
1685,Angry Birds Space HD,4.5,46.0,"5,000,000+",Free,0.0,Everyone,"May 25, 2018",2.2.13,4.1 and up,Arcade,No description
1686,Survival Prison Escape v2: Free Action Game,4.1,52.0,"5,000,000+",Free,0.0,Mature 17+,"February 21, 2018",1.0.9,2.3 and up,Strategy,No description
1687,Police Car Driver,3.8,30.0,"10,000,000+",Free,0.0,Everyone 10+,"May 4, 2018",9,4.1 and up,Racing,No description
1688,Modern Sniper Strike: Best Commando Action 2k18,4.1,17.0,"10,000+",Free,0.0,Everyone,"August 23, 2017",1.0,2.3 and up,Action,No description
1689,Moto Fighter 3D,3.9,39.0,"10,000,000+",Free,0.0,Everyone 10+,"September 20, 2017",20170920,4.1 and up,Racing,No description
1690,BMX Boy,4.2,12.0,"50,000,000+",Free,0.0,Everyone,"September 20, 2017",1.16.33,4.1 and up,Racing,No description
1691,Crazy Bike attack Racing New: motorcycle racing,4.2,45.0,"5,000,000+",Free,0.0,Everyone,"July 12, 2018",1.2.1,4.1 and up,Racing,No description
1692,Fields of Battle,4.1,50.0,"1,000,000+",Free,0.0,Everyone 10+,"April 21, 2018",2.14,4.0 and up,Action,No description
1693,Family Guy The Quest for Stuff,4.0,Not informed,"10,000,000+",Free,0.0,Mature 17+,"July 25, 2018",1.73.0,4.1 and up,Adventure,No description
1694,Ambulance Simulator 3D,3.9,66.0,"1,000,000+",Free,0.0,Mature 17+,"December 11, 2016",2.0.1,2.3 and up,Simulation,No description
1695,Police Car Driving Sim,4.1,51.0,"10,000,000+",Free,0.0,Everyone,"April 10, 2018",1.54,2.3.3 and up,Simulation,No description
1696,Toy Attack,4.2,69.0,"500,000+",Free,0.0,Everyone,"April 4, 2018",1.9,4.0.3 and up,Action,No description
1697,Police VAZ LADA Simulator,3.6,61.0,"500,000+",Free,0.0,Teen,"September 11, 2016",1.3,2.3 and up,Simulation,No description
1698,SnowMobile Parking Adventure,3.6,49.0,"1,000,000+",Free,0.0,Everyone,"September 9, 2016",1.4,2.3 and up,Racing,No description
1699,Zombie Sniper 3D III,3.9,23.0,"500,000+",Free,0.0,Mature 17+,"February 28, 2017",1.8,2.3 and up,Action,No description
1700,Family Guy- Another Freakin' Mobile Game,4.5,94.0,"5,000,000+",Free,0.0,Teen,"August 6, 2018",1.20.22,4.0.3 and up,Puzzle,No description
1701,Puzzles Volvo FH 16 Trucks,4.8,8.2,"1,000+",Free,0.0,Teen,"December 2, 2016",1.0,4.0 and up,Puzzle,No description
1702,Jigsaw Volvo FH 16 Trucks,5.0,8.1,"1,000+",Free,0.0,Teen,"December 1, 2016",1.0,4.0 and up,Puzzle,No description
1703,Shoot Hunter-Gun Killer,4.3,27.0,"50,000,000+",Free,0.0,Teen,"August 8, 2018",1.1.2,4.1 and up,Action,No description
1704,Fast Motorcycle Driver 2016,4.2,49.0,"1,000,000+",Free,0.0,Everyone 10+,"December 25, 2016",1.2,2.3.3 and up,Racing,No description
1705,Angry Shark 2016,4.0,46.0,"5,000,000+",Free,0.0,Teen,"November 1, 2017",1.6,4.0 and up,Simulation,No description
1706,Talking Tom Bubble Shooter,4.4,54.0,"50,000,000+",Free,0.0,Everyone,"May 25, 2018",1.5.3.20,4.1 and up,Casual,No description
1707,Forgotten Hill: Fall,4.4,18.0,"50,000+",Free,0.0,Teen,"October 30, 2017",1.7,3.0 and up,Adventure,No description
1708,Forgotten Hill Mementoes,4.6,56.0,"100,000+",Free,0.0,Teen,"March 19, 2018",1.5,4.1 and up,Adventure,No description
1709,Talking Husky Dog,4.4,40.0,"1,000,000+",Free,0.0,Everyone,"July 20, 2018",2.08,4.1 and up,Casual,No description
1710,Bubble Bird Rescue,4.2,14.0,"5,000,000+",Free,0.0,Everyone,"August 7, 2018",1.8.6,4.0.3 and up,Puzzle,No description
1711,Forgotten Hill: Surgery,4.5,24.0,"100,000+",Free,0.0,Teen,"November 3, 2017",1.4,3.0 and up,Adventure,No description
1712,Real Airplane Flight Simulator: Pilot Games,3.3,37.0,"1,000,000+",Free,0.0,Everyone,"July 11, 2018",1.0.03,4.0 and up,Simulation,No description
1713,Forgotten Hill: Puppeteer,4.5,22.0,"100,000+",Free,0.0,Teen,"October 30, 2017",2.6,2.3 and up,Adventure,No description
1714,Airplane Fly Hawaii,4.1,16.0,"1,000,000+",Free,0.0,Everyone,"January 30, 2015",2.6,4.1 and up,Simulation,No description
1715,fi,2.9,5.8,"100,000+",Free,0.0,Everyone,"June 8, 2016",1.0.3,4.0 and up,Strategy,No description
1716,FJ 4x4 Cruiser Offroad Driving,4.1,49.0,"500,000+",Free,0.0,Everyone,"January 4, 2017",1.1,2.3 and up,Simulation,No description
1717,FJ 4x4 Cruiser Snow Driving,4.2,43.0,"500,000+",Free,0.0,Everyone,"June 4, 2018",1.3,4.0 and up,Simulation,No description
1718,"FJ Final Join , Circles Game",4.7,24.0,"1,000+",Free,0.0,Teen,"July 11, 2018",0.24,4.3 and up,Arcade,No description
1719,Driving n Parking School 2017,4.5,46.0,"1,000+",Free,0.0,Everyone,"May 31, 2017",1.0,2.3 and up,Simulation,No description
1720,Offroad Cruiser,4.3,36.0,"1,000,000+",Free,0.0,Everyone,"July 13, 2016",1.3,2.3.3 and up,Simulation,No description
1721,4 x4 Offroad SUV 3D Truck Simulator Driving 2017,4.4,37.0,"1,000+",Free,0.0,Everyone,"December 6, 2017",1.0,2.3 and up,Simulation,No description
1722,Cake Shop - Kids Cooking,4.3,33.0,"5,000,000+",Free,0.0,Everyone,"July 16, 2018",2.1.3181,4.0.3 and up,Casual,Pretend Play
1723,OFF-ROAD SIMULATOR 4x4 : REAL,4.2,25.0,"10,000+",Free,0.0,Everyone,"April 15, 2017",1.4,2.3 and up,Simulation,No description
1724,Fun Kid Racing - Motocross,4.1,Not informed,"10,000,000+",Free,0.0,Everyone,"August 7, 2018",3.53,4.2 and up,Racing,Action & Adventure
1725,Offroad 4x4 Car Driving,4.3,43.0,"1,000,000+",Free,0.0,Everyone,"April 29, 2017",1.0.4,2.3 and up,Simulation,No description
1726,Motocross Beach Jumping 3D,4.0,43.0,"10,000,000+",Free,0.0,Teen,"June 5, 2018",1.7.3,4.1 and up,Simulation,No description
1727,Offroad drive : 4x4 driving game,3.5,36.0,"100,000+",Free,0.0,Everyone,"June 29, 2018",1.0.3,4.1 and up,Racing,No description
1728,Hair saloon - Spa salon,4.2,23.0,"10,000,000+",Free,0.0,Everyone,"April 11, 2018",1.0.5,4.1 and up,Casual,Pretend Play
1729,Rope Hero: Vice Town,4.4,99.0,"10,000,000+",Free,0.0,Mature 17+,"July 1, 2018",2.2,4.0 and up,Action,No description
1730,Drive 4x4 Luxury SUV Jeep,4.2,46.0,"500,000+",Free,0.0,Everyone,"July 10, 2018",1.12,2.3 and up,Racing,No description
1731,Motocross Mayhem,3.8,45.0,"1,000,000+",Free,0.0,Everyone,"February 11, 2014",1.2,2.3 and up,Racing,No description
1732,Flight Simulator: Fly Plane 3D,4.0,21.0,"50,000,000+",Free,0.0,Everyone,"March 1, 2017",1.32,2.3 and up,Simulation,No description
1733,Motocross Fun Simulator,3.8,35.0,"1,000,000+",Free,0.0,Everyone,"January 9, 2017",1.2,2.3.3 and up,Simulation,No description
1734,Dino Defends king 3 – Dinosaur T rex Hunter Games,3.6,41.0,"50,000+",Free,0.0,Teen,"March 1, 2018",2.1,4.1 and up,Adventure,No description
1735,Block Gun 3D: Haunted Hollow,3.8,35.0,"1,000,000+",Free,0.0,Teen,"October 9, 2017",1.1.4,2.3 and up,Action,No description
1736,Driving Suv Toyota Car Simulator,3.7,54.0,"10,000+",Free,0.0,Everyone,"November 12, 2017",1,4.0 and up,Simulation,No description
1737,Navy Gunner Shoot War 3D,4.0,44.0,"10,000,000+",Free,0.0,Teen,"August 2, 2018",1.0.7.8,4.2 and up,Action,No description
1738,Drift Legends,4.2,27.0,"1,000,000+",Free,0.0,Everyone,"March 29, 2018",1.8.5,4.1 and up,Racing,No description
1739,Fairy Kingdom: World of Magic and Farming,4.4,63.0,"1,000,000+",Free,0.0,Everyone,"July 23, 2018",2.4.9,4.0.3 and up,Strategy,Creativity
1740,Toy Truck Rally 3D,4.0,25.0,"50,000,000+",Free,0.0,Everyone,"May 23, 2018",1.4.4,4.1 and up,Racing,No description
1741,PRO MX MOTOCROSS 2,3.8,21.0,"5,000,000+",Free,0.0,Everyone,"August 11, 2017",1.10,2.3 and up,Racing,No description
1742,Hidden Object Florida Vacation Adventure Fun Game,3.7,45.0,"10,000+",Free,0.0,Everyone,"June 18, 2018",1.4,4.0.3 and up,Casual,No description
1743,FRONTLINE COMMANDO,4.4,12.0,"10,000,000+",Free,0.0,Teen,"October 28, 2013",3.0.3,2.1 and up,Action,No description
1744,How it Works: FN SCAR assault rifle,4.6,45.0,"10,000+",Free,0.0,Everyone,"January 9, 2018",2.1.9f7,4.0.3 and up,Casual,No description
1745,Gun Builder ELITE,4.1,34.0,"1,000,000+",Free,0.0,Teen,"July 26, 2016",3.1.7,4.0 and up,Action,No description
1746,Magnum 3.0 Gun Custom SImulator,4.5,59.0,"1,000,000+",Free,0.0,Teen,"August 4, 2018",1.0404,4.0.3 and up,Action,No description
1747,Solitaire+,4.6,Not informed,"100,000+",Paid,2.99,Everyone,"July 30, 2018",Varies with device,Varies with device,Card,No description
1748,Fruit Ninja Classic,4.3,36.0,"1,000,000+",Paid,0.99,Everyone,"June 8, 2018",2.4.1.485300,4.0.3 and up,Arcade,No description
1749,Gun Club Armory,4.2,28.0,"1,000,000+",Free,0.0,Teen,"December 4, 2017",1.2.6,4.1 and up,Action,No description
1750,Armed Cam Gun Pack,4.2,50.0,"10,000+",Free,0.0,Teen,"January 18, 2015",1.0.2,3.0 and up,Action,No description
1751,Zombie Defense,4.3,41.0,"10,000,000+",Free,0.0,Teen,"June 22, 2018",12.2,2.3 and up,Strategy,No description
1752,Mu.F.O.,5.0,16.0,1+,Paid,0.99,Everyone,"March 3, 2017",1.0,2.3 and up,Arcade,No description
